annual_spend,purchases,customer_id
168.09,6,C001395
160.43,4,C001396
92.81,4,C001397
99.02,4,C001398
134.93,4,C001399
189.12,5,C001400
484.42,5,C001401
39.29,1,C001402
285.16,5,C001403
98.02,2,C001404
62.76,1,C001405
329.85,6,C001406
423.43,7,C001407
113.20,2,C001408
470.27,5,C001409
194.40,4,C001410
121.10,6,C001411
73.40,2,C001412
296.41,6,C001413
44.50,2,C001414
376.61,4,C001415
283.31,7,C001416
82.74,1,C001417
264.68,7,C001418
169.75,2,C001419
107.78,2,C001420
323.01,7,C001421
232.62,9,C001422
35.73,1,C001423
42.77,1,C001424
227.19,2,C001425
64.03,1,C001426
136.17,2,C001427
64.28,1,C001428
991.69,14,C001429
78.31,2,C001430
151.52,4,C001431
288.06,4,C001432
812.98,20,C001433
170.55,6,C001434
207.83,3,C001435
666.35,15,C001436
153.47,2,C001437
653.59,7,C001438
198.67,5,C001439
58.13,1,C001440
349.02,9,C001441
216.06,3,C001442
20.98,1,C001443
311.12,5,C001444
61.32,1,C001445
158.35,2,C001446
148.42,2,C001447
64.39,1,C001448
266.12,5,C001449
191.76,4,C001450
1012.93,21,C001451
81.23,2,C001452
282.81,5,C001453
139.99,2,C001454
162.22,3,C001455
189.15,4,C001456
902.13,21,C001457
363.60,7,C001458
46.53,1,C001459
1183.85,26,C001460
55.79,1,C001461
113.60,5,C001462
1050.66,15,C001463
107.25,3,C001464
656.70,14,C001465
81.57,3,C001466
92.06,2,C001467
74.55,2,C001468
565.28,8,C001469
92.84,2,C001470
188.26,2,C001471
449.34,8,C001472
755.90,11,C001473
143.32,4,C001474
354.45,4,C001475
57.48,2,C001476
198.28,4,C001477
320.22,8,C001478
56.73,2,C001479
155.45,2,C001480
208.71,3,C001481
364.80,5,C001482
103.63,2,C001483
158.81,4,C001484
116.66,2,C001485
272.51,4,C001486
129.71,2,C001487
157.89,2,C001488
363.68,13,C001489
290.70,4,C001490
134.64,3,C001491
224.43,8,C001492
340.49,6,C001493
100.87,2,C001494
145.11,3,C001495
43.05,2,C001496
95.45,2,C001497
209.33,3,C001498
684.44,10,C001499
54.20,1,C001500
1537.11,25,C001501
179.16,3,C001502
233.78,5,C001503
132.19,3,C001504
40.48,1,C001505
347.36,4,C001506
321.39,8,C001507
58.11,2,C001508
230.22,6,C001509
82.12,2,C001510
319.09,5,C001511
247.87,4,C001512
495.21,9,C001513
311.21,5,C001514
211.95,4,C001515
109.20,2,C001516
226.62,2,C001517
475.60,12,C001518
551.23,8,C001519
154.80,3,C001520
212.44,3,C001521
76.91,3,C001522
501.43,11,C001523
106.48,3,C001524
170.89,5,C001525
174.85,5,C001526
147.48,4,C001527
292.46,6,C001528
107.60,4,C001529
220.92,6,C001530
329.12,4,C001531
1320.71,19,C001532
91.45,2,C001533
298.73,6,C001534
197.70,3,C001535
96.89,1,C001536
425.39,6,C001537
133.03,2,C001538
474.20,6,C001539
138.93,2,C001540
616.99,5,C001541
249.12,12,C001542
256.32,5,C001543
626.43,13,C001544
837.84,10,C001545
229.23,4,C001546
257.44,6,C001547
178.22,3,C001548
157.48,4,C001549
325.80,4,C001550
209.83,6,C001551
204.03,4,C001552
91.30,2,C001553
290.28,7,C001554
114.93,3,C001555
117.12,2,C001556
534.29,13,C001557
149.80,2,C001558
419.31,4,C001559
232.87,7,C001560
47.20,3,C001561
72.49,2,C001562
274.58,4,C001563
405.49,10,C001564
260.28,5,C001565
290.04,11,C001566
172.29,7,C001567
177.16,3,C001568
46.21,1,C001569
810.13,17,C001570
498.49,10,C001571
526.50,5,C001572
652.88,12,C001573
67.06,2,C001574
49.68,1,C001575
135.32,2,C001576
312.20,6,C001577
338.60,6,C001578
454.09,8,C001579
195.70,4,C001580
127.67,2,C001581
95.48,3,C001582
219.16,3,C001583
105.07,2,C001584
253.71,6,C001585
114.73,2,C001586
34.95,1,C001587
208.98,4,C001588
258.23,7,C001589
182.42,4,C001590
334.03,10,C001591
108.45,2,C001592
220.37,7,C001593
228.37,7,C001594
155.64,6,C001595
384.09,4,C001596
156.56,4,C001597
446.63,8,C001598
76.42,3,C001599
215.63,3,C001600
185.66,2,C001601
182.69,5,C001602
398.29,7,C001603
45.64,2,C001604
65.46,1,C001605
204.82,4,C001606
320.49,6,C001607
591.12,9,C001608
137.42,4,C001609
221.53,3,C001610
155.70,4,C001611
234.11,7,C001612
307.91,9,C001613
242.51,2,C001614
302.36,4,C001615
539.44,12,C001616
41.38,1,C001617
1079.37,11,C001618
294.22,11,C001619
64.27,2,C001620
180.02,4,C001621
281.87,8,C001622
180.91,5,C001623
221.44,2,C001624
168.77,10,C001625
63.54,2,C001626
419.89,7,C001627
428.39,7,C001628
288.24,3,C001629
402.86,12,C001630
227.80,5,C001631
99.67,2,C001632
188.95,3,C001633
216.87,6,C001634
181.98,5,C001635
567.61,12,C001636
438.98,6,C001637
96.97,2,C001638
313.67,7,C001639
56.01,2,C001640
281.24,8,C001641
103.53,3,C001642
27.89,1,C001643
278.84,6,C001644
210.52,5,C001645
115.86,3,C001646
340.94,7,C001647
34.22,2,C001648
303.16,9,C001649
212.94,3,C001650
231.60,4,C001651
364.08,8,C001652
27.88,1,C001653
930.09,8,C001654
267.95,5,C001655
214.40,6,C001656
260.64,4,C001657
100.75,2,C001658
291.73,5,C001659
793.53,10,C001660
327.90,7,C001661
119.18,3,C001662
418.75,9,C001663
197.66,4,C001664
118.54,5,C001665
67.42,2,C001666
76.20,2,C001667
49.93,2,C001668
340.89,7,C001669
105.07,2,C001670
222.18,3,C001671
801.57,16,C001672
595.73,12,C001673
95.91,2,C001674
472.94,9,C001675
81.41,2,C001676
276.72,6,C001677
209.30,4,C001678
93.89,3,C001679
65.09,4,C001680
240.68,5,C001681
644.63,12,C001682
47.93,1,C001683
384.08,10,C001684
160.32,4,C001685
325.85,5,C001686
273.81,7,C001687
56.86,1,C001688
357.19,4,C001689
736.73,10,C001690
366.34,7,C001691
166.39,3,C001692
35.45,1,C001693
247.50,5,C001694
288.14,6,C001695
359.79,3,C001696
179.76,4,C001697
193.72,3,C001698
52.11,2,C001699
609.38,7,C001700
40.90,1,C001701
346.21,5,C001702
213.15,3,C001703
296.00,9,C001704
249.76,3,C001705
108.29,3,C001706
139.41,3,C001707
224.23,5,C001708
390.23,8,C001709
225.90,5,C001710
418.27,7,C001711
216.37,3,C001712
731.63,13,C001713
387.80,9,C001714
138.82,2,C001715
224.45,3,C001716
50.90,1,C001717
734.87,10,C001718
504.27,10,C001719
240.67,5,C001720
122.15,4,C001721
98.53,2,C001722
197.66,6,C001723
605.64,10,C001724
59.77,2,C001725
337.71,5,C001726
178.25,5,C001727
344.33,4,C001728
150.17,4,C001729
1865.36,23,C001730
306.28,6,C001731
41.16,1,C001732
143.94,5,C001733
703.33,10,C001734
357.37,3,C001735
146.32,2,C001736
751.92,11,C001737
543.97,6,C001738
136.60,3,C001739
228.73,4,C001740
216.00,3,C001741
105.04,3,C001742
108.82,2,C001743
177.15,3,C001744
91.57,2,C001745
243.82,5,C001746
514.25,17,C001747
86.59,4,C001748
364.60,3,C001749
164.74,3,C001750
148.59,3,C001751
293.36,5,C001752
312.79,4,C001753
71.05,2,C001754
160.46,4,C001755
127.12,3,C001756
106.51,3,C001757
38.81,2,C001758
179.86,4,C001759
143.73,7,C001760
399.07,7,C001761
195.22,3,C001762
177.94,4,C001763
50.78,2,C001764
28.47,1,C001765
218.28,5,C001766
401.64,6,C001767
513.00,11,C001768
233.12,4,C001769
209.52,2,C001770
106.70,2,C001771
334.89,5,C001772
304.66,6,C001773
421.70,7,C001774
347.22,13,C001775
390.24,4,C001776
122.86,2,C001777
183.41,3,C001778
58.40,2,C001779
413.99,7,C001780
89.25,4,C001781
204.36,3,C001782
78.89,2,C001783
49.76,1,C001784
354.67,8,C001785
144.79,5,C001786
38.81,1,C001787
260.04,5,C001788
45.69,1,C001789
349.78,10,C001790
370.07,5,C001791
154.09,3,C001792
154.04,7,C001793
189.60,3,C001794
186.87,2,C001795
219.61,2,C001796
304.72,6,C001797
47.82,1,C001798
221.56,8,C001799
96.44,4,C001800
304.15,6,C001801
105.44,3,C001802
79.29,3,C001803
93.46,2,C001804
44.86,2,C001805
506.77,6,C001806
582.97,16,C001807
124.98,2,C001808
251.93,6,C001809
39.80,2,C001810
379.00,3,C001811
128.96,2,C001812
83.07,2,C001813
272.66,4,C001814
161.38,3,C001815
68.71,2,C001816
89.66,1,C001817
391.60,6,C001818
173.16,4,C001819
903.13,16,C001820
203.18,3,C001821
278.11,4,C001822
390.34,5,C001823
265.20,4,C001824
948.07,20,C001825
281.89,5,C001826
99.50,1,C001827
113.98,5,C001828
130.58,2,C001829
330.43,11,C001830
193.04,4,C001831
441.51,6,C001832
32.07,1,C001833
222.67,6,C001834
309.87,6,C001835
273.17,4,C001836
340.82,6,C001837
205.42,3,C001838
378.25,5,C001839
353.37,7,C001840
435.02,8,C001841
313.17,4,C001842
134.32,4,C001843
269.00,4,C001844
109.97,4,C001845
249.87,5,C001846
175.73,3,C001847
98.99,2,C001848
795.12,6,C001849
165.43,4,C001850
262.63,3,C001851
103.55,5,C001852
298.29,4,C001853
55.83,2,C001854
142.22,3,C001855
158.47,5,C001856
41.92,1,C001857
46.73,1,C001858
28.78,1,C001859
118.27,3,C001860
334.15,7,C001861
114.95,3,C001862
100.23,2,C001863
72.78,2,C001864
54.90,2,C001865
52.16,1,C001866
167.40,5,C001867
97.17,3,C001868
110.08,7,C001869
71.39,2,C001870
202.29,6,C001871
280.40,6,C001872
332.39,8,C001873
446.00,15,C001874
205.54,7,C001875
396.76,5,C001876
230.40,5,C001877
198.63,3,C001878
202.87,4,C001879
194.07,6,C001880
41.00,1,C001881
132.82,3,C001882
303.92,7,C001883
94.89,2,C001884
678.52,12,C001885
156.65,3,C001886
62.10,2,C001887
97.65,3,C001888
167.68,3,C001889
174.52,3,C001890
464.16,8,C001891
621.63,18,C001892
314.99,4,C001893
97.06,2,C001894
236.49,7,C001895
82.66,2,C001896
177.46,4,C001897
168.58,4,C001898
138.47,3,C001899
59.02,2,C001900
168.29,3,C001901
106.74,2,C001902
51.57,2,C001903
125.03,3,C001904
85.25,3,C001905
723.42,15,C001906
229.82,3,C001907
237.52,4,C001908
293.71,4,C001909
176.61,2,C001910
195.49,6,C001911
66.50,2,C001912
345.83,6,C001913
137.27,4,C001914
551.54,9,C001915
159.60,7,C001916
639.90,8,C001917
85.60,2,C001918
166.10,2,C001919
275.71,5,C001920
302.86,8,C001921
106.74,4,C001922
97.96,3,C001923
303.11,6,C001924
281.27,4,C001925
96.65,2,C001926
45.08,1,C001927
60.84,1,C001928
204.93,6,C001929
208.82,5,C001930
1560.89,23,C001931
440.65,11,C001932
48.55,1,C001933
266.90,4,C001934
77.39,1,C001935
232.51,1,C001936
542.41,5,C001937
268.60,4,C001938
330.22,4,C001939
146.93,4,C001940
100.04,3,C001941
162.76,4,C001942
196.29,5,C001943
295.90,5,C001944
131.96,4,C001945
1032.18,20,C001946
70.93,1,C001947
182.13,2,C001948
340.88,6,C001949
234.18,7,C001950
278.55,5,C001951
376.87,8,C001952
125.68,3,C001953
318.93,8,C001954
469.26,4,C001955
528.81,8,C001956
148.89,4,C001957
312.58,4,C001958
86.82,2,C001959
140.56,3,C001960
84.96,2,C001961
279.07,3,C001962
179.50,5,C001963
96.51,2,C001964
40.68,1,C001965
84.32,2,C001966
247.39,5,C001967
129.31,3,C001968
436.57,7,C001969
59.68,1,C001970
84.96,4,C001971
56.09,2,C001972
420.32,6,C001973
75.87,2,C001974
165.16,3,C001975
421.02,4,C001976
458.85,5,C001977
220.60,6,C001978
113.97,2,C001979
83.96,3,C001980
469.12,10,C001981
761.91,14,C001982
363.33,6,C001983
249.11,10,C001984
76.49,2,C001985
505.36,11,C001986
81.78,2,C001987
67.73,3,C001988
31915.76,89,C001989
34097.13,111,C001990
30843.84,87,C001991
34300.04,94,C001992
36290.29,100,C001993
39278.71,125,C001994
37396.06,108,C001995
45933.60,125,C001996
35662.82,105,C001997
49892.63,129,C001998
39254.67,116,C001999
32291.88,106,C002000
